,NH3,NH3_final,H,H_final,label,Time,TimeProcess,People,Positive,Negative
8221,49,49,28,28%,0,10:05 AM,605,4,4,1
8222,49,49,24,24%,0,10:10 AM,610,2,2,1
8223,47,47,27,27%,0,10:15 AM,615,2,1,0
8224,49,49,28,28%,0,10:20 AM,620,3,1,0
8225,45,45,21,21%,0,10:25 AM,625,1,0,1
8226,49,49,23,23%,0,10:30 AM,630,5,3,5
8227,46,46,23,23%,0,10:35 AM,635,1,1,0
8228,46,46,22,22%,0,10:40 AM,640,1,1,0
8229,45,45,20,20%,0,10:45 AM,645,3,2,0
8230,43,43,27,27%,0,10:50 AM,650,0,0,0
8231,47,47,25,25%,0,10:55 AM,655,3,0,2
8232,50,50,22,22%,0,11:00 AM,660,3,0,1
8233,45,45,26,26%,0,11:05 AM,665,14,13,13
8234,46,46,24,24%,0,11:10 AM,670,4,2,2
8235,44,44,27,27%,0,11:15 AM,675,3,2,0
8236,47,47,25,25%,0,11:20 AM,680,4,2,0
8237,46,46,27,27%,0,11:25 AM,685,4,1,3
8238,47,47,25,25%,0,11:30 AM,690,3,0,3
8239,49,49,25,25%,0,11:35 AM,695,1,1,1
8240,46,46,26,26%,0,11:40 AM,700,5,2,4
8241,51,51,25,25%,0,11:45 AM,705,2,1,0
8242,44,44,29,29%,0,11:50 AM,710,4,4,2
8243,51,51,28,28%,0,11:55 AM,715,4,3,1
8244,56,56,23,23%,0,12:00 PM,720,3,3,1
8245,56,56,26,26%,0,12:05 PM,725,2,2,0
8246,57,57,28,28%,0,12:10 PM,730,4,1,1
8247,56,56,28,28%,0,12:15 PM,735,5,2,4
8248,54,54,25,25%,0,12:20 PM,740,4,3,3
8249,61,61,30,30%,0,12:25 PM,745,6,4,2
8250,58,58,30,30%,0,12:30 PM,750,9,7,8
8251,53,53,28,28%,0,12:35 PM,755,4,3,2
8252,57,57,27,27%,0,12:40 PM,760,3,1,0
8253,56,56,25,25%,0,12:45 PM,765,5,3,4
8254,55,55,28,28%,0,12:50 PM,770,4,2,3
8255,45,45,24,24%,1,12:55 PM,775,0,0,0
8256,40,40,28,28%,0,1:00 PM,780,4,3,0
8257,43,43,25,25%,0,1:05 PM,785,1,0,0
8258,45,45,22,22%,0,1:10 PM,790,3,2,0
8259,46,46,28,28%,0,1:15 PM,795,2,0,2
8260,43,43,24,24%,0,1:20 PM,800,1,1,0
8261,43,43,25,25%,0,1:25 PM,805,2,2,1
8262,43,43,25,25%,0,1:30 PM,810,0,0,0
8263,46,46,25,25%,0,1:35 PM,815,1,1,0
8264,42,42,25,25%,0,1:40 PM,820,3,1,0
8265,44,44,29,29%,0,1:45 PM,825,3,3,2
8266,44,44,22,22%,0,1:50 PM,830,2,2,2
8267,43,43,26,26%,0,1:55 PM,835,2,0,0
8268,41,41,25,25%,0,2:00 PM,840,4,2,2
8269,47,47,26,26%,0,2:05 PM,845,1,1,1
8270,43,43,25,25%,0,2:10 PM,850,4,4,4
8271,46,46,28,28%,0,2:15 PM,855,5,2,1
8272,38,38,28,28%,0,2:20 PM,860,2,0,0
8273,40,40,25,25%,0,2:25 PM,865,5,4,2
8274,40,40,22,22%,0,2:30 PM,870,1,1,0
8275,39,39,25,25%,0,2:35 PM,875,3,1,1
8276,41,41,27,27%,0,2:40 PM,880,5,5,5
8277,46,46,26,26%,0,2:45 PM,885,2,1,1
8278,40,40,28,28%,0,2:50 PM,890,5,4,3
8279,43,43,27,27%,0,2:55 PM,895,4,3,4
8280,43,43,26,26%,0,3:00 PM,900,5,4,3
8281,41,41,27,27%,0,3:05 PM,905,3,0,3
8282,49,49,27,27%,0,3:10 PM,910,0,0,0
8283,41,41,24,24%,0,3:15 PM,915,5,2,3
8284,40,40,22,22%,0,3:20 PM,920,2,2,0
8285,44,44,22,22%,0,3:25 PM,925,1,1,1
8286,44,44,25,25%,0,3:30 PM,930,4,3,0
8287,48,48,27,27%,0,3:35 PM,935,6,3,4
8288,47,47,25,25%,0,3:40 PM,940,9,7,9
8289,44,44,21,21%,0,3:45 PM,945,6,3,4
8290,47,47,22,22%,0,3:50 PM,950,8,8,6
8291,40,40,25,25%,0,3:55 PM,955,4,2,0
8292,47,47,24,24%,0,4:00 PM,960,2,1,1
8293,43,43,25,25%,0,4:05 PM,965,5,5,3
8294,48,48,28,28%,0,4:10 PM,970,3,0,2
8295,48,48,27,27%,0,4:15 PM,975,2,1,2
8296,47,47,26,26%,0,4:20 PM,980,4,3,1
8297,40,40,28,28%,0,4:25 PM,985,1,1,0
8298,42,42,22,22%,0,4:30 PM,990,2,2,1
8299,45,45,23,23%,0,4:35 PM,995,2,0,1
8300,44,44,28,28%,0,4:40 PM,1000,2,2,0
8301,45,45,28,28%,0,4:45 PM,1005,2,0,1
8302,47,47,24,24%,0,4:50 PM,1010,4,1,0
8303,46,46,28,28%,0,4:55 PM,1015,6,3,2
8304,43,43,25,25%,0,5:00 PM,1020,4,2,1
8305,46,46,28,28%,0,5:05 PM,1025,3,2,2
8306,46,46,26,26%,0,5:10 PM,1030,3,2,1
8307,43,43,22,22%,0,5:15 PM,1035,6,3,3
8308,48,48,23,23%,0,5:20 PM,1040,0,0,0
8309,48,48,24,24%,0,5:25 PM,1045,5,4,2
8310,44,44,29,29%,0,5:30 PM,1050,6,3,5
8311,51,51,26,26%,0,5:35 PM,1055,6,3,2
8312,52,52,24,24%,0,5:40 PM,1060,6,4,6
8313,49,49,31,31%,0,5:45 PM,1065,8,7,6
8314,49,49,30,30%,0,5:50 PM,1070,5,5,5
8315,53,53,32,32%,0,5:55 PM,1075,6,4,2
8316,54,54,39,39%,0,7:00 AM,420,5,5,3
8317,54,54,41,41%,0,7:05 AM,425,3,3,2
8318,54,54,43,43%,0,7:10 AM,430,2,0,1
8319,53,53,45,45%,0,7:15 AM,435,2,0,0
8320,55,55,46,46%,0,7:20 AM,440,2,0,2
8321,44,44,41,41%,0,7:25 AM,445,3,3,3
8322,44,44,44,44%,0,7:30 AM,450,1,1,1
8323,45,45,41,41%,0,7:35 AM,455,0,0,0
8324,45,45,40,40%,0,7:40 AM,460,6,6,4
8325,44,44,41,41%,0,7:45 AM,465,1,1,0
8326,45,45,41,41%,0,7:50 AM,470,6,6,3
8327,49,49,39,39%,0,7:55 AM,475,2,1,2
8328,45,45,38,38%,0,8:00 AM,480,2,0,2
8329,45,45,25,25%,0,8:05 AM,485,5,2,3
8330,47,47,20,20%,0,8:10 AM,490,6,5,4
8331,43,43,21,21%,0,8:15 AM,495,3,1,2
8332,44,44,25,25%,0,8:20 AM,500,1,1,1
8333,44,44,26,26%,0,8:25 AM,505,5,5,1
8334,44,44,28,28%,0,8:30 AM,510,6,6,5
8335,40,40,26,26%,0,8:35 AM,515,2,1,0
8336,42,42,22,22%,0,8:40 AM,520,3,3,3
8337,44,44,22,22%,0,8:45 AM,525,5,2,1
8338,51,51,25,25%,0,8:50 AM,530,4,1,3
8339,45,45,29,29%,0,8:55 AM,535,6,4,4
8340,51,51,33,33%,0,9:00 AM,540,3,3,2
8341,47,47,45,45%,0,9:05 AM,545,0,0,0
8342,43,43,44,44%,0,9:10 AM,550,1,0,0
8343,49,49,47,47%,0,9:15 AM,555,4,4,0
8344,51,51,44,44%,0,9:20 AM,560,3,0,1
8345,49,49,43,43%,0,9:25 AM,565,2,0,0
8346,59,59,44,44%,0,9:30 AM,570,3,3,0
8347,57,57,40,40%,0,9:35 AM,575,4,1,2
8348,58,58,43,43%,0,9:40 AM,580,5,5,5
8349,68,68,42,42%,0,9:45 AM,585,4,1,0
8350,73,73,43,43%,0,9:50 AM,590,4,4,2
8351,65,65,39,39%,2,9:55 AM,595,5,5,3
8352,70,70,45,45%,0,10:00 AM,600,7,7,7
8353,67,67,42,42%,0,10:05 AM,605,4,4,3
8354,75,75,43,43%,0,10:10 AM,610,4,1,4
8355,67,67,38,38%,0,10:15 AM,615,6,6,3
8356,67,67,41,41%,0,10:20 AM,620,5,3,4
8357,69,69,42,42%,0,10:25 AM,625,2,0,1
8358,69,69,38,38%,0,10:30 AM,630,6,3,3
8359,64,64,28,28%,0,10:35 AM,635,4,4,3
8360,61,61,27,27%,0,10:40 AM,640,5,5,3
8361,68,68,27,27%,0,10:45 AM,645,4,4,0
8362,67,67,28,28%,0,10:50 AM,650,7,7,7
8363,69,69,28,28%,2,10:55 AM,655,6,5,5
8364,70,70,28,28%,0,11:00 AM,660,5,3,2
8365,65,65,24,24%,0,11:05 AM,665,8,6,4
8366,64,64,24,24%,0,11:10 AM,670,8,7,7
8367,69,69,21,21%,0,11:15 AM,675,3,3,3
8368,65,65,23,23%,0,11:20 AM,680,6,5,2
8369,62,62,25,25%,0,11:25 AM,685,11,9,8
8370,67,67,24,24%,0,11:30 AM,690,3,2,3
8371,66,66,24,24%,0,11:35 AM,695,3,3,0
8372,66,66,21,21%,0,11:40 AM,700,10,10,7
8373,60,60,23,23%,0,11:45 AM,705,8,7,7
8374,67,67,26,26%,0,11:50 AM,710,4,1,1
8375,51,51,25,25%,2,11:55 AM,715,7,5,5
8376,50,50,25,25%,0,12:00 PM,720,1,0,1
8377,43,43,22,22%,0,12:05 PM,725,1,0,1
8378,44,44,24,24%,0,12:10 PM,730,4,3,1
8379,45,45,23,23%,0,12:15 PM,735,1,1,0
8380,40,40,23,23%,0,12:20 PM,740,1,0,0
8381,45,45,28,28%,0,12:25 PM,745,2,2,1
8382,46,46,28,28%,0,12:30 PM,750,1,1,0
8383,44,44,25,25%,0,12:35 PM,755,2,1,0
8384,42,42,27,27%,0,12:40 PM,760,3,3,2
8385,40,40,22,22%,0,12:45 PM,765,1,1,1
8386,42,42,23,23%,0,12:50 PM,770,5,2,1
8387,42,42,20,20%,0,12:55 PM,775,3,3,1
8388,44,44,27,27%,0,1:00 PM,780,3,1,0
8389,47,47,25,25%,0,1:05 PM,785,1,1,1
8390,39,39,20,20%,0,1:10 PM,790,0,0,0
8391,45,45,23,23%,0,1:15 PM,795,1,1,1
8392,47,47,24,24%,0,1:20 PM,800,2,0,0
8393,39,39,28,28%,0,1:25 PM,805,1,1,0
8394,46,46,32,32%,0,1:30 PM,810,1,0,1
8395,43,43,43,43%,0,1:35 PM,815,1,1,0
8396,41,41,43,43%,0,1:40 PM,820,2,0,2
8397,46,46,43,43%,0,1:45 PM,825,3,3,2
8398,42,42,43,43%,0,1:50 PM,830,2,1,0
8399,43,43,41,41%,0,1:55 PM,835,3,2,0
8400,44,44,42,42%,0,2:00 PM,840,3,3,0
8401,45,45,44,44%,0,2:05 PM,845,5,4,1
8402,39,39,43,43%,0,2:10 PM,850,2,1,2
8403,46,46,39,39%,0,2:15 PM,855,2,0,0
8404,49,49,43,43%,0,2:20 PM,860,2,0,1
8405,44,44,42,42%,0,2:25 PM,865,4,1,3
8406,42,42,42,42%,0,2:30 PM,870,1,1,1
8407,43,43,42,42%,0,2:35 PM,875,1,0,1
8408,50,50,42,42%,0,2:40 PM,880,4,1,2
8409,43,43,42,42%,0,2:45 PM,885,5,4,4
8410,50,50,39,39%,0,2:50 PM,890,1,1,1
8411,50,50,38,38%,0,2:55 PM,895,4,1,0
8412,46,46,42,42%,0,3:00 PM,900,3,1,1
8413,50,50,30,30%,0,3:05 PM,905,2,1,2
8414,50,50,22,22%,0,3:10 PM,910,1,0,1
8415,42,42,22,22%,0,3:15 PM,915,4,4,1
8416,45,45,28,28%,0,3:20 PM,920,2,2,1
8417,44,44,30,30%,0,3:25 PM,925,2,0,0
8418,48,48,27,27%,0,3:30 PM,930,4,1,1
8419,47,47,27,27%,0,3:35 PM,935,4,3,2
8420,43,43,26,26%,0,3:40 PM,940,3,0,3
8421,47,47,26,26%,0,3:45 PM,945,7,6,3
8422,45,45,26,26%,0,3:50 PM,950,6,6,2
8423,41,41,22,22%,0,3:55 PM,955,2,2,1
8424,46,46,25,25%,0,4:00 PM,960,3,1,3
8425,43,43,26,26%,0,4:05 PM,965,6,6,5
8426,50,50,21,21%,0,4:10 PM,970,5,4,2
8427,47,47,27,27%,0,4:15 PM,975,8,6,4
8428,45,45,24,24%,0,4:20 PM,980,3,0,2
8429,49,49,22,22%,0,4:25 PM,985,1,1,0
8430,46,46,23,23%,0,4:30 PM,990,5,2,3
8431,48,48,22,22%,0,4:35 PM,995,6,3,6
8432,47,47,23,23%,0,4:40 PM,1000,2,0,1
8433,52,52,25,25%,0,4:45 PM,1005,6,4,2
8434,56,56,24,24%,0,4:50 PM,1010,4,4,1
8435,56,56,25,25%,1,4:55 PM,1015,6,3,2
8436,54,54,25,25%,0,5:00 PM,1020,6,5,4
8437,54,54,25,25%,0,5:05 PM,1025,3,1,3
8438,57,57,25,25%,0,5:10 PM,1030,6,3,6
8439,59,59,23,23%,0,5:15 PM,1035,4,1,4
8440,57,57,27,27%,0,5:20 PM,1040,5,2,2
8441,58,58,21,21%,0,5:25 PM,1045,5,3,3
8442,59,59,22,22%,0,5:30 PM,1050,3,3,1
8443,59,59,23,23%,0,5:35 PM,1055,3,0,0
8444,57,57,21,21%,0,5:40 PM,1060,4,1,3
8445,47,47,22,22%,0,5:45 PM,1065,3,1,0
8446,44,44,22,22%,0,5:50 PM,1070,4,1,4
8447,47,47,26,26%,1,5:55 PM,1075,4,2,4
8448,42,42,30,30%,0,7:00 AM,420,3,0,0
8449,43,43,27,27%,0,7:05 AM,425,0,0,0
8450,46,46,27,27%,0,7:10 AM,430,2,1,1
8451,43,43,25,25%,0,7:15 AM,435,1,0,1
8452,43,43,25,25%,0,7:20 AM,440,2,0,1
8453,49,49,23,23%,0,7:25 AM,445,1,1,1
8454,43,43,28,28%,0,7:30 AM,450,2,0,0
8455,47,47,32,32%,0,7:35 AM,455,2,2,0
8456,42,42,24,24%,0,7:40 AM,460,3,2,2
8457,46,46,30,30%,0,7:45 AM,465,1,1,1
8458,40,40,27,27%,0,7:50 AM,470,3,0,2
8459,45,45,24,24%,0,7:55 AM,475,3,2,3
8460,44,44,25,25%,0,8:00 AM,480,3,0,3
8461,47,47,31,31%,0,8:05 AM,485,3,1,0
8462,39,39,25,25%,0,8:10 AM,490,2,1,0
8463,40,40,24,24%,0,8:15 AM,495,0,0,0
8464,40,40,24,24%,0,8:20 AM,500,1,1,0
8465,40,40,29,29%,0,8:25 AM,505,2,1,0
8466,45,45,29,29%,0,8:30 AM,510,4,3,0
8467,41,41,28,28%,0,8:35 AM,515,0,0,0
8468,40,40,30,30%,0,8:40 AM,520,3,2,0
8469,39,39,25,25%,0,8:45 AM,525,5,5,4
8470,42,42,25,25%,0,8:50 AM,530,4,4,0
8471,42,42,28,28%,0,8:55 AM,535,3,2,1
8472,48,48,25,25%,0,9:00 AM,540,1,0,0
8473,39,39,29,29%,0,9:05 AM,545,1,0,0
8474,41,41,29,29%,0,9:10 AM,550,1,0,1
8475,47,47,24,24%,0,9:15 AM,555,2,2,1
8476,43,43,27,27%,0,9:20 AM,560,2,0,0
8477,46,46,26,26%,0,9:25 AM,565,2,2,0
8478,44,44,22,22%,0,9:30 AM,570,3,2,2
8479,48,48,24,24%,0,9:35 AM,575,0,0,0
8480,48,48,28,28%,0,9:40 AM,580,2,0,2
8481,45,45,25,25%,0,9:45 AM,585,2,0,1
8482,50,50,23,23%,0,9:50 AM,590,4,1,2
8483,40,40,30,30%,0,9:55 AM,595,1,1,1
8484,44,44,25,25%,0,10:00 AM,600,4,3,2
8485,44,44,22,22%,0,10:05 AM,605,2,2,2
8486,47,47,22,22%,0,10:10 AM,610,6,5,2
8487,39,39,23,23%,0,10:15 AM,615,4,1,0
8488,44,44,28,28%,0,10:20 AM,620,2,1,0
8489,45,45,25,25%,0,10:25 AM,625,3,2,2
8490,40,40,28,28%,0,10:30 AM,630,3,2,3
8491,44,44,24,24%,0,10:35 AM,635,0,0,0
8492,44,44,26,26%,0,10:40 AM,640,2,1,1
8493,47,47,23,23%,0,10:45 AM,645,5,4,2
8494,44,44,26,26%,0,10:50 AM,650,5,2,3
8495,48,48,23,23%,0,10:55 AM,655,1,1,1
8496,46,46,26,26%,0,11:00 AM,660,2,2,0
8497,42,42,24,24%,0,11:05 AM,665,4,4,1
8498,44,44,23,23%,0,11:10 AM,670,5,5,1
8499,45,45,24,24%,0,11:15 AM,675,4,1,3
8500,48,48,22,22%,0,11:20 AM,680,1,0,0
8501,49,49,25,25%,0,11:25 AM,685,2,1,0
8502,47,47,25,25%,0,11:30 AM,690,7,7,4
8503,43,43,21,21%,0,11:35 AM,695,2,2,0
8504,49,49,27,27%,0,11:40 AM,700,4,2,1
8505,51,51,25,25%,0,11:45 AM,705,5,4,2
8506,50,50,29,29%,0,11:50 AM,710,10,10,9
8507,48,48,25,25%,0,11:55 AM,715,3,2,1
8508,50,50,27,27%,0,12:00 PM,720,1,0,1
8509,49,49,27,27%,0,12:05 PM,725,5,2,1
8510,51,51,21,21%,0,12:10 PM,730,4,1,3
8511,47,47,22,22%,0,12:15 PM,735,5,3,2
8512,44,44,25,25%,0,12:20 PM,740,4,4,3
8513,44,44,29,29%,0,12:25 PM,745,6,4,6
8514,49,49,25,25%,0,12:30 PM,750,2,0,2
8515,40,40,29,29%,0,12:35 PM,755,2,0,0
8516,46,46,27,27%,0,12:40 PM,760,9,9,9
8517,47,47,26,26%,0,12:45 PM,765,3,0,3
8518,45,45,28,28%,0,12:50 PM,770,2,0,2
8519,39,39,27,27%,1,12:55 PM,775,3,0,2
8520,46,46,20,20%,0,1:00 PM,780,4,2,4
8521,40,40,27,27%,0,1:05 PM,785,3,3,3
8522,38,38,29,29%,0,1:10 PM,790,1,1,0
8523,39,39,28,28%,0,1:15 PM,795,5,2,5
8524,43,43,26,26%,0,1:20 PM,800,4,3,1
8525,43,43,27,27%,0,1:25 PM,805,6,4,2
8526,44,44,32,32%,0,1:30 PM,810,3,3,2
8527,46,46,36,36%,0,1:35 PM,815,3,3,1
8528,48,48,38,38%,0,1:40 PM,820,4,3,0
8529,42,42,40,40%,0,1:45 PM,825,0,0,0
8530,45,45,42,42%,0,1:50 PM,830,5,3,1
8531,45,45,45,45%,0,1:55 PM,835,7,4,5
8532,51,51,41,41%,0,2:00 PM,840,4,2,4
8533,48,48,44,44%,0,2:05 PM,845,1,0,1
8534,46,46,42,42%,0,2:10 PM,850,4,3,2
8535,47,47,44,44%,0,2:15 PM,855,1,1,0
8536,49,49,43,43%,0,2:20 PM,860,2,0,0
8537,47,47,41,41%,0,2:25 PM,865,3,0,1
8538,43,43,38,38%,0,2:30 PM,870,2,2,1
8539,48,48,40,40%,0,2:35 PM,875,4,3,4
8540,49,49,40,40%,0,2:40 PM,880,2,1,0
8541,45,45,26,26%,0,2:45 PM,885,6,6,2
8542,44,44,24,24%,0,2:50 PM,890,7,7,3
8543,48,48,21,21%,1,2:55 PM,895,6,5,6
8544,47,47,21,21%,0,3:00 PM,900,2,2,1
8545,43,43,22,22%,0,3:05 PM,905,4,1,1
8546,47,47,24,24%,0,3:10 PM,910,3,2,1
8547,46,46,26,26%,0,3:15 PM,915,2,0,1
8548,46,46,27,27%,0,3:20 PM,920,8,6,6
8549,45,45,23,23%,0,3:25 PM,925,7,5,4
8550,47,47,22,22%,0,3:30 PM,930,4,1,3
8551,45,45,27,27%,0,3:35 PM,935,5,5,3
8552,44,44,23,23%,0,3:40 PM,940,3,1,2
8553,48,48,22,22%,0,3:45 PM,945,4,2,4
8554,46,46,22,22%,0,3:50 PM,950,3,1,1
8555,53,53,25,25%,0,3:55 PM,955,4,4,2
8556,51,51,22,22%,0,4:00 PM,960,4,2,3
8557,56,56,25,25%,0,4:05 PM,965,3,2,0
8558,55,55,28,28%,0,4:10 PM,970,3,3,2
8559,57,57,28,28%,0,4:15 PM,975,3,2,3
8560,53,53,25,25%,0,4:20 PM,980,5,4,2
8561,61,61,25,25%,0,4:25 PM,985,5,4,2
8562,54,54,26,26%,0,4:30 PM,990,3,1,1
8563,57,57,27,27%,0,4:35 PM,995,7,4,3
8564,60,60,23,23%,0,4:40 PM,1000,5,5,4
8565,54,54,30,30%,0,4:45 PM,1005,2,2,0
8566,59,59,31,31%,0,4:50 PM,1010,5,4,3
8567,47,47,31,31%,1,4:55 PM,1015,3,1,1
8568,46,46,30,30%,0,5:00 PM,1020,4,4,0
8569,46,46,30,30%,0,5:05 PM,1025,6,4,5
8570,42,42,32,32%,0,5:10 PM,1030,7,4,3
8571,45,45,32,32%,0,5:15 PM,1035,2,0,1
8572,44,44,28,28%,0,5:20 PM,1040,1,1,1
8573,42,42,26,26%,0,5:25 PM,1045,4,2,2
8574,42,42,24,24%,0,5:30 PM,1050,3,2,0
8575,49,49,28,28%,0,5:35 PM,1055,3,1,0
8576,44,44,24,24%,0,5:40 PM,1060,6,6,3
8577,46,46,25,25%,0,5:45 PM,1065,6,5,6
8578,43,43,26,26%,0,5:50 PM,1070,7,7,5
8579,47,47,25,25%,0,5:55 PM,1075,6,5,6
8580,45,45,24,24%,0,7:00 AM,420,3,0,1
8581,48,48,24,24%,0,7:05 AM,425,3,1,3
8582,48,48,21,21%,0,7:10 AM,430,6,6,5
8583,44,44,23,23%,0,7:15 AM,435,3,2,2
8584,40,40,28,28%,0,7:20 AM,440,1,1,1
8585,44,44,25,25%,0,7:25 AM,445,3,3,3
8586,40,40,30,30%,0,7:30 AM,450,1,1,1
8587,45,45,25,25%,0,7:35 AM,455,1,1,0
8588,43,43,25,25%,0,7:40 AM,460,3,2,1
8589,50,50,26,26%,0,7:45 AM,465,4,3,1
8590,42,42,22,22%,0,7:50 AM,470,5,4,3
8591,44,44,26,26%,0,7:55 AM,475,4,4,3
8592,48,48,24,24%,0,8:00 AM,480,7,4,6
8593,48,48,26,26%,0,8:05 AM,485,4,3,3
8594,48,48,27,27%,0,8:10 AM,490,4,1,2
8595,46,46,28,28%,0,8:15 AM,495,1,1,1
8596,49,49,24,24%,0,8:20 AM,500,4,3,4
8597,50,50,22,22%,0,8:25 AM,505,6,5,5
8598,45,45,25,25%,0,8:30 AM,510,8,7,7
8599,43,43,30,30%,0,8:35 AM,515,5,4,3
8600,49,49,29,29%,0,8:40 AM,520,9,6,8
8601,44,44,27,27%,0,8:45 AM,525,0,0,0
8602,45,45,24,24%,0,8:50 AM,530,6,4,4
8603,46,46,28,28%,0,8:55 AM,535,6,5,4
8604,48,48,27,27%,0,9:00 AM,540,5,3,2
8605,45,45,30,30%,0,9:05 AM,545,7,5,4
8606,46,46,25,25%,0,9:10 AM,550,4,1,1
8607,43,43,22,22%,0,9:15 AM,555,3,0,2
8608,46,46,28,28%,0,9:20 AM,560,6,6,6
8609,47,47,23,23%,0,9:25 AM,565,2,1,0
8610,48,48,22,22%,0,9:30 AM,570,4,1,1
8611,45,45,23,23%,0,9:35 AM,575,3,1,0
8612,47,47,22,22%,0,9:40 AM,580,3,1,1
8613,43,43,23,23%,0,9:45 AM,585,8,8,5
8614,46,46,28,28%,0,9:50 AM,590,4,1,4
8615,49,49,26,26%,0,9:55 AM,595,4,1,3
8616,45,45,29,29%,0,10:00 AM,600,3,2,3
8617,50,50,26,26%,0,10:05 AM,605,6,4,4
8618,56,56,23,23%,0,10:10 AM,610,4,2,0
8619,51,51,26,26%,0,10:15 AM,615,6,4,4
8620,55,55,22,22%,0,10:20 AM,620,8,7,6
8621,58,58,28,28%,0,10:25 AM,625,3,1,0
8622,54,54,29,29%,0,10:30 AM,630,2,2,2
8623,56,56,22,22%,0,10:35 AM,635,5,4,2
8624,59,59,23,23%,0,10:40 AM,640,4,4,2
8625,55,55,27,27%,0,10:45 AM,645,7,5,7
8626,61,61,23,23%,0,10:50 AM,650,7,4,4
8627,57,57,27,27%,1,10:55 AM,655,3,2,1
8628,56,56,24,24%,0,11:00 AM,660,3,3,2
8629,49,49,27,27%,0,11:05 AM,665,1,0,1
8630,46,46,27,27%,0,11:10 AM,670,2,1,1
8631,41,41,27,27%,0,11:15 AM,675,3,2,1
8632,47,47,26,26%,0,11:20 AM,680,2,1,1
8633,43,43,26,26%,0,11:25 AM,685,2,2,2
8634,45,45,29,29%,0,11:30 AM,690,1,1,1
8635,44,44,34,34%,0,11:35 AM,695,3,1,2
8636,41,41,37,37%,0,11:40 AM,700,3,0,3
8637,48,48,35,35%,0,11:45 AM,705,1,1,1
8638,44,44,33,33%,0,11:50 AM,710,3,1,2
8639,42,42,36,36%,0,11:55 AM,715,3,0,3
8640,46,46,38,38%,0,12:00 PM,720,5,3,1
8641,46,46,34,34%,0,12:05 PM,725,3,0,3
8642,42,42,36,36%,0,12:10 PM,730,3,3,3
8643,45,45,34,34%,0,12:15 PM,735,4,1,2
8644,44,44,33,33%,0,12:20 PM,740,2,0,0
8645,44,44,38,38%,0,12:25 PM,745,3,2,0
8646,38,38,39,39%,0,12:30 PM,750,1,1,0
8647,40,40,33,33%,0,12:35 PM,755,4,3,2
8648,43,43,37,37%,0,12:40 PM,760,8,5,5
8649,43,43,32,32%,0,12:45 PM,765,9,7,6
8650,45,45,33,33%,0,12:50 PM,770,7,7,5
8651,43,43,26,26%,0,12:55 PM,775,6,4,4
8652,39,39,26,26%,0,1:00 PM,780,4,3,3
8653,46,46,30,30%,0,1:05 PM,785,1,1,0
8654,40,40,24,24%,0,1:10 PM,790,1,0,0
8655,41,41,26,26%,0,1:15 PM,795,1,0,1
8656,38,38,23,23%,0,1:20 PM,800,2,2,1
8657,44,44,24,24%,0,1:25 PM,805,1,0,0
8658,46,46,25,25%,0,1:30 PM,810,1,1,1
8659,43,43,24,24%,0,1:35 PM,815,2,1,1
8660,50,50,25,25%,0,1:40 PM,820,2,0,1
8661,62,62,25,25%,0,1:45 PM,825,5,5,4
8662,59,59,23,23%,0,1:50 PM,830,2,1,1
8663,53,53,25,25%,0,1:55 PM,835,4,2,1
8664,53,53,27,27%,0,2:00 PM,840,4,4,4
8665,62,62,28,28%,0,2:05 PM,845,7,5,5
8666,68,68,25,25%,0,2:10 PM,850,4,4,2
8667,64,64,23,23%,0,2:15 PM,855,4,3,2
8668,64,64,24,24%,0,2:20 PM,860,5,5,3
8669,65,65,27,27%,0,2:25 PM,865,5,5,4
8670,63,63,27,27%,0,2:30 PM,870,5,4,3
8671,67,67,25,25%,0,2:35 PM,875,5,4,2
8672,64,64,23,23%,0,2:40 PM,880,10,8,10
8673,70,70,25,25%,0,2:45 PM,885,5,2,5
8674,66,66,23,23%,0,2:50 PM,890,6,5,3
8675,64,64,24,24%,2,2:55 PM,895,6,6,2
8676,48,48,25,25%,0,3:00 PM,900,1,0,1
8677,52,52,26,26%,0,3:05 PM,905,2,0,1
8678,52,52,26,26%,0,3:10 PM,910,7,4,7
8679,52,52,30,30%,0,3:15 PM,915,2,2,1
8680,50,50,25,25%,0,3:20 PM,920,4,3,1
8681,41,41,28,28%,0,3:25 PM,925,5,3,4
8682,39,39,25,25%,0,3:30 PM,930,1,0,0
8683,44,44,26,26%,0,3:35 PM,935,4,3,2
8684,42,42,24,24%,0,3:40 PM,940,2,2,2
8685,42,42,27,27%,0,3:45 PM,945,3,0,2
8686,47,47,28,28%,0,3:50 PM,950,2,2,0
8687,46,46,25,25%,0,3:55 PM,955,3,0,3
8688,44,44,27,27%,0,4:00 PM,960,5,3,3
8689,48,48,30,30%,0,4:05 PM,965,4,4,3
8690,46,46,38,38%,0,4:10 PM,970,1,0,0
8691,49,49,36,36%,0,4:15 PM,975,5,3,5
8692,45,45,35,35%,0,4:20 PM,980,3,3,0
8693,40,40,34,34%,0,4:25 PM,985,3,0,2
8694,44,44,38,38%,0,4:30 PM,990,3,3,1
8695,41,41,37,37%,0,4:35 PM,995,3,2,1
8696,42,42,35,35%,0,4:40 PM,1000,5,2,4
8697,46,46,31,31%,0,4:45 PM,1005,3,0,3
8698,46,46,34,34%,0,4:50 PM,1010,8,7,6
8699,50,50,38,38%,0,4:55 PM,1015,2,0,0
